jianjie,name
豆瓣评分: ★★★★  7.9(24人评价)(豆瓣书评)内容简介    《骗枭》讲述了:几个江南学子进京后，各取所好，有的沉迷于八大胡同的欢声浪语中，有的搜寻古迹文物。但因为没能如愿以偿，于是乎...,《骗枭》冯精志（作者）epub+mobi+azw3
豆瓣评分: ★★★★★  8.9(67人评价)(豆瓣书评)内容简介    教育做不到的，就交给阅读！    用一本书，柔软孩子的心。      用一本书，燃起孩子的行动力。  ...,《爱读书的孩子，不会变坏》宋怡慧（作者）epub+mobi+azw3
内容简介《下南洋》讲述了：中日甲午海战，福州福清的黄家长子为国捐躯，换来了黄家世袭云骑尉的无上荣耀；怎料小儿子黄泽如因参与维新成了官兵追捕的要犯，连累黄家被抄。老当家黄敬芳权衡再三，决计让儿子远走...,《下南洋》杨金远（作者）epub+mobi
豆瓣评分: ★★★★★  8.9(132997人评价)(豆瓣书评)内容简介        百年一遇的数学天才石神，每天唯一的乐趣，便是去固定的便当店买午餐，只为看一眼在便当店做事的邻居靖子。&n...,《嫌疑人X的献身》[日] 东野圭吾（作者）epub+mobi+azw3
豆瓣评分: ★★★★★  8.8(2265人评价)(豆瓣书评)内容简介　　民族主义是一股奇异而强大的力量，它所触及的是人类灵魂深处对归属感的渴望；民族主义同时又是政治史和思想史上一个困惑难解、却又挥之不...,《想象的共同体》本尼迪克特·安德森（作者）epub+mobi
豆瓣评分: ★★★★  7.5(594人评价)(豆瓣书评)内容简介    “敦煌”一词意味着瑰丽、博大、神秘，抑或是浪漫、悠远？旅日著名作家陈舜臣在20世纪70年代游历敦煌后，结合大量历史资料，辅以陈...,《敦煌之旅》[日]陈舜臣（作者）epub+mobi
豆瓣评分: ★★★★★  9.2(2002人评价)(豆瓣书评)内容简介我们的存在的确让太阳系与众不同。夏夜，你躺在沙滩上，仰望夜空。一颗小小的流星安静滑过，还来不及许愿，不可思议的事情发生了：你一下子穿...,《极简宇宙史》克里斯托弗·加尔法德（作者）epub+mobi
"内容简介    20世纪是心理学的世纪,21世纪将是人性学的世纪。这是一部全景式地描述人性的整体结构的著作,对人性的坐标、方向、动机、动力、指挥系统,以及调控、预警、裁判、筛选系统等五十余种人性主要...",《人性与灵魂》刘欣欣（作者）epub+mobi+azw3
豆瓣评分: ★★★★★  8.8(917人评价)(豆瓣书评)内容简介华夏文明绵亘数千年，有多少英雄人物驰骋江山，他们的故事流传不断，而中国古典小说正是讲述传播这些故事的重要阵地。“华夏英雄传系列”小说即...,《东周列国志（校注精制版）》冯梦龙&蔡元放（作者）epub+mobi+azw3
套装书目《森林的沉默：诗集》《沙的建筑者: 文集》《风吹在水上：致宋淇书信集》《石头和星宿：译文集》《亨利四世》编辑推荐他是文学史上的一个传奇，却被掩埋得像一个传说。吴兴华，继陈寅恪、钱锺书之后的第...,《吴兴华全集（套装共五册）》吴兴华（作者）epub+mobi+azw3
豆瓣评分: ★★★★  8.2(138人评价)(豆瓣书评)内容简介本书是对美国历史中一个高潮时刻独具匠心的讲述，作者是获得过普利策奖的美国历史学家约瑟夫•J. 埃利斯。1776年的夏天见证了美国建国故事中影响最为...,《革命之夏：美国独立的起源》【甲骨文丛书】[美]约瑟夫·J·埃利斯（作者）epub+mobi
豆瓣评分: ★★★★  8.3(569人评价)(豆瓣书评)内容简介《闯关东》是著名平民作家高满堂搭档著名编剧孙建业历时数年、六易其稿的呕心沥血之作。小说以山东章丘人朱开山夫妇和三个儿子闯荡关东的故事为...,《闯关东》高满堂&孙建业（作者）epub+mobi
豆瓣评分: ★★★★★  8.5(71人评价)(豆瓣书评)内容简介    周国平以回归自然、旅游、生活点滴为话题，以独特的哲学角度表述并展开了对生命的感悟和对自然的热爱：    光阴蹉跎，...,《只是眷恋这人间烟火》周国平（作者）epub+mobi+azw3
豆瓣评分: ★★★★  7.9(167人评价)(豆瓣书评)内容简介超越类型门类、颠覆历史想像的天才杰作！囊括星云、雨果、轨迹、侧面四大科幻/奇幻小说奖！入围爱伦‧坡奖、达许‧汉密特奖、英国科幻协会奖决选！纽约...,《犹太警察工会（The Yiddish Policemen’s Union）》[美]迈克尔·夏邦（作者）epub+mobi
豆瓣评分: ★★★★★  8.6(157人评价)(豆瓣书评)内容简介    《人与土地》是“中国摄影教父”阮义忠最为著名的摄影系列，拍摄于1974—1986年，展现其时台湾乡村正在逐渐消逝的人情与风景，曾在...,《人与土地（增补本）》阮义忠（作者）epub+mobi+azw3
豆瓣评分: ★★★★  7.3(1300人评价)(豆瓣书评)内容简介瑶柱花生猪手煲，黑鱼红枣南瓜汤。耗油香菇炒菜心，塌锅茄子醋里脊。鲅鱼肝、生煎翅，黄鱼豆腐爆腰花。绿豆酥、香薯球，腊肠煲仔茄汁饭。……相...,《花间提壶方大厨（同名网剧原著）》耳雅（作者）epub+mobi
套装书目日知文库：99%的人不知道的历史真相 - 白鹿鸣日知文库：二战谜中谜 - 李丽日知文库：传奇特工档案 - 祝江波日知文库：北纬30°未解之谜 - 萧盛日知文库：古墓魅影 - 王宁日知文库：后宫秘史 - 霍晨昕日知...,《日知文库（单本分册，共16册）》epub+mobi+azw3
内容简介   清代张志聪集诸家之说，随文衍义，注成《黄帝内经集注》。张志聪（1616—1674），字隐庵，浙江钱塘人。他自幼学医，行医数十载，构侣山堂于杭州胥山，招同志讲论其中，参考经论，辨其是非。...,《黄帝内经集注（套装共2册）》[清]张志聪（作者）epub+mobi+azw3
豆瓣评分: ★★★★★  8.6(24人评价)(豆瓣书评)内容简介    30年前，台湾在搞经济，大陆在文化革命；10年前，大陆开始搞经济，台湾却在文化革命。20年的间隔，许多台湾曾经发生的事，如今在...,《戴立宁的传记与文集（《一以贯之：戴立宁的经历和坚持》+《一念之间：戴立宁的感慨和谏言》》epub+mobi+azw3
豆瓣评分: ★★★★★  8.5(8852人评价)(豆瓣书评)内容简介    希望每个人不畏惧死，也不畏惧活；    希望每个人死得安详，死亡时能够得到最有智慧、最慈悲澄明的关怀；  &nb...,《西藏生死书》索甲仁波切（作者）epub+mobi+azw3
豆瓣评分: ★★★★  8.0(468人评价)(豆瓣书评)内容简介“了解梦二的人或许会从小说中读出梦二的自我辩护，看到梦二的谎言。但自传中的谎言可以说是谎言中的真话。谎言的阴影中透露着真相，透露着只有...,《出帆》[日]竹久梦二（作者）epub+mobi+azw3
豆瓣评分: ★★★★  7.6(69126人评价)(豆瓣书评)内容简介        东野圭吾成名作        荣获第31届江户川乱步奖        草长莺飞的青...,《放学后（中亚，X-RAY启用）》[日]东野圭吾（作者）epub+mobi+azw3
内容简介隋末烽烟起，英雄出边荒。河北窦天王，雪夜战金刚；　　瓦岗枭雄密，火并杀翟让。　　奸雄宇文氏，弑主谋萧娘；　　长安李二郎，两战洛阳王。　　巴陵萧梁帝，跨江取荆襄；　　东南杜伏威，自号江淮狼。...,《江山战图》高月（作者）epub+mobi
豆瓣评分: ★★★★★  8.8(49人评价)(豆瓣书评)内容简介《纳粹医生》并不是泛泛地展示和谴责纳粹之恶，它通过对40个左右的纳粹(其中29个纳粹医生)和80个纳粹受害者（其中40个成为纳粹的医学助手)的访...,《纳粹医生》[美] 罗伯特·杰伊·利夫顿（作者）epub+mobi+azw3
套装书目癔症研究日常生活心理病理学释梦（上）释梦（下）爱情心理学诙谐及其与潜意识的关系精神分析导论精神分析新论自我与本我达·芬奇的童年回忆图腾与禁忌文明及其缺憾内容简介    此套《弗洛伊德文...,《弗洛伊德文集(套装共12册)》车文博（主编）epub+mobi+azw3
豆瓣评分: ★★★★  8.2(11人评价)(豆瓣书评)内容简介    本书所收篇目系由知名法语文学翻译家张小鲁先生拣选翻译，凡五十三篇，依创作时间分为五辑，基本覆盖普鲁斯特整个创作期。其中《...,《偏见》[法] 马赛尔·普鲁斯特（作者）epub+mobi+azw3
豆瓣评分: ★★★★  8.1(17166人评价)(豆瓣书评)内容简介女人之间的斗争，永远是最残酷的斗争。而后宫，是残酷的密集地。流潋紫笔下的后宫，后宫中那群如花的女子，或许有显赫的家世，或许有绝美的容...,《后宫甄嬛传合集（套装共6册）》流潋紫（作者）epub+mobi+azw3
套装书目细思恐极故事1：小心儿童    版权信息    第一个故事：火葬场奇闻    第二个故事：小心儿童    第三个故事：小人    第四个故事：变脸    ...,《细思恐极故事全集（套装共8册）》悬疑志编辑部（编辑）epub+mobi+azw3
豆瓣评分: ★★★★★  9.0(52人评价)(豆瓣书评)内容简介近代百多年间，中国多呈乱象。各类思潮和思想论争此起彼伏，如乱花迷眼。然其背后，又有或隐或显的一条潜流贯穿其间，不绝如缕。这一乱世中的潜...,《乱世潜流:民族主义与民国政治 》罗志田（作者）epub+mobi+azw3
豆瓣评分: ★★★★  7.8(11人评价)(豆瓣书评)内容简介    “难道还有什么要比写文章以及用稿费买波斯猫更轻而易举的事吗？”    弗吉尼亚•伍尔芙    “英国散文大家中的...,《太阳和鱼》[英]弗吉尼亚·伍尔夫（作者）epub+mobi+azw3
豆瓣评分: ★★★★  8.0(896人评价)(豆瓣书评)内容简介    第二次世界大战结束后，几乎没有人怀疑，美国和美军的战争能力；也没有人怀疑，美国和美军将在未来的战争中必胜。然而短短五年后...,《远东朝鲜战争》王树增（作者）epub+mobi+azw3
内容简介    安德尔克拉格城堡和米那斯提力斯在奇幻文学界大名鼎鼎。这本书探寻了与这座城堡有关的传说，追溯至一座真正的城堡及其背后的真实故事。这座真实的城堡是如何出现在现实世界的呢？这本书用...,《诸王之城:寻找米那提力斯》约阿希姆·马蒂亚斯·施密特（作者）epub+mobi+azw3
豆瓣评分: ★★★★★  8.6(223人评价)(豆瓣书评)内容简介    「這輩子我最感激兩件事，一是我出生在北韓，一是我逃出了北韓。」    一個長於北韓黑市世代的女孩，歷經苦難終於逃...,《為了活下去：脫北女孩朴研美》朴研美（作者）epub+mobi+azw3
豆瓣评分: ★★★★★  10.0(19人评价)(豆瓣书评)内容简介    《神秘的荣格》首先简要介绍了荣格的生平和思想发展历程，读者们可以从中发现这位心理学大师的人生轨迹和思想脉络。然后，以荣...,《神秘的荣格》杨韶刚（作者）epub+mobi+azw3
豆瓣评分: ★★★★  8.0(6437人评价)(豆瓣书评)内容简介    《美国众神》描述主人公——影子从监狱释放后，穿越美国大陆的旅行过程中的一系列奇遇。讲他与生活在美国土地上的各种神祇相遇，...,《美国众神》[英] 尼尔·盖曼（作者）epub+mobi
豆瓣评分: ★★★★★  8.6(571人评价)(豆瓣书评)内容简介21次诺贝尔文学奖提名的传奇大师。关于爱情，我又想起了你……---------------------------------------二战期间的英国伦敦，作家莫里斯爱上公务...,《恋情的终结》[英] 格雷厄姆·格林（作者）epub+mobi+azw3
豆瓣评分: ★★★★★  8.5(654人评价)(豆瓣书评)内容简介    《马雁诗集》是诗人马雁短暂一生所创作的诗歌作品的精选集，诗集比较全面地展现出马雁诗歌写作的历程和成绩。文末所附她的诗论...,《马雁诗集》马雁（作者）epub+mobi+azw3
豆瓣评分: ★★★★★  9.0(9454人评价)(豆瓣书评)内容简介这是饶平如一生的故事。他不是一个想打仗的人，但他还是义无反顾去打仗了。又因为和美棠在一起，他最终厌倦了战争，想要回家。六十年的相守历...,《平如美棠:我俩的故事》饶平如（作者）epub+mobi
豆瓣评分: ★★★★★  8.6(862人评价)(豆瓣书评)内容简介    《1901年》是在一种惆怅的心情中完完的。彻察丝缕而又探求大势――我想用激情内敛的叙述方式描绘出我们这个民族的面孔和表情。历...,《1901年:一个帝国的背影》王树增（作者）epub+mobi+azw3
内容简介要掌握现代艺术的游戏规则，你需要知道些什么？——涵括近百位艺术家及其代表作，梳理二十多个现代艺术流派的渊源流变，勾勒现代艺术的发展历程。这一百五十年来艺术究竟发生了什么？为什么到了今天，一件...,《现代艺术150年：一个未完成的故事》[英]威尔•贡培兹（作者） 王烁、王同乐（译者）epub+mobi
豆瓣评分: ★★★★★  9.2(83人评价)(豆瓣书评)内容简介    《古文观止译注(修订本)》吸收了宋代以来各种古文选本的一些优点，选用了大量堪称“观止”的古文。这些文章大部分思想性、艺术性都...,《古文观止译注(修订本) (博雅文渊阁)》阴法鲁（主编）epub+mobi+azw3
内容简介    大宋王朝，武运国势萎弱不振，但经济繁荣，文化昌盛，政治军事与经济文化形成极其鲜明的对照，貌似不和谐地并存于一体，从而引出历代读史者迥然不同的评价，褒贬毁誉，在在有之。  &n...,《大宋王朝（全四册）》王新龙（作者）epub+mobi+azw3
套装书目《魔鬼的牧师》《盲眼钟表匠》《自私的基因》分册简介    《魔鬼的牧师》“魔鬼的牧师”一词，首先由达尔文于1856年提出，指的是“为进化和自然选择辩护，反对上帝创世论，坚决主张无神论的人”。...,《道金斯科学经典系列（套装共三册）》[英]理查德·道金斯（作者）epub+mobi+azw3
套装书目古希腊罗马艺术中世纪艺术文艺复兴艺术17世纪艺术18世纪艺术19世纪艺术20世纪艺术绘画观赏,《剑桥艺术史（艺术入门必读，人人都能看的艺术普及读物）（套装全8册）》苏珊·伍德福德 等（作者）epub+mobi+azw3
豆瓣评分: ★★★★  7.3(78人评价)(豆瓣书评)内容简介    朱莉娅与妹妹凯特自幼相依为命。    成年后，朱莉娅在伦敦组建了完美的家庭，嫁给外科医生，自己做全职主妇，还有一个...,《别走出这一步》[英] S. J. 沃森（作者）epub+mobi
豆瓣评分: ★★★★  8.2(439人评价)(豆瓣书评)内容简介    《副本》由英国著名科幻作家理查德·摩根著。从理论上说，意识的存储和备份让人类实现了长生不老的梦想。当躯壳衰老、死亡时，存...,《副本》[英]理查德·摩根（作者）epub+mobi+azw3
豆瓣评分: ★★★★  8.3(174人评价)(豆瓣书评)内容简介    老年间的话，北京城是里九外七皇城四，说的是明清以来北京城被这里里外外二十座城门关着；大胡同三百六小胡同赛牛毛，...,《五月槐花香》邹静之（作者）epub+mobi+azw3
编辑推荐    三更看凶榜，灵魂等摆渡。中国恐怖故事，招魂死亡笔记。有一种事情讲得清楚，有一种感觉说不明白。细思恐极的恐惧从心底升起，看完这99个故事，你会怀疑你的人生。    内容...,《异灵实录 (一千灵异夜)》矮人活宝（作者）epub+mobi+azw3
内容简介少年的爷爷是村庄上一位德高望重的老者，父亲是在大卖血和热病（村民的对艾滋病的称谓）大爆发后大发横财的血王。因为妒忌他父亲发大财，有村民暗中下毒害死了这个未成年的孩子。少年用他无邪的双眼或透...,《丁庄梦》阎连科（作者）epub+mobi
豆瓣评分: ★★★★★  8.6(121人评价)(豆瓣书评)内容简介    本书是著名文化耆宿周有光先生最完整、最详细、最权威的口述回忆。这部百年口述从家庭身世谈起，通过作者亲身经历的大量情节故...,《逝年如水:周有光百年口述》周有光（作者）epub+mobi+azw3
内容简介    1．一个会讲故事和很有故事的相声大师写给你的人生励志书。讲述一名首钢的普通卷线工如何成长为相声大师的传奇人生！    2．这里装下了半个相声江湖，这里有70年的江湖过往，这...,《恭喜你，学会了和生活开玩笑》廉春明（作者）epub+mobi+azw3
编辑推荐全美狂销80万册，上市后两秒卖出一本。 亚马逊留言破万，占据排行榜20个月。 亚马逊惊悚文学排行榜排行TOP 1，kindle百大畅销书。 2016年中国台湾多家网络书店小说类排行榜冠军。 内...,《妹妹的坟墓》[美]罗伯特·杜格尼（作者）epub+mobi+azw3
内容简介发家致富的捷径只在于六个字：打通权贵之门！——张恪揭示官场商场纠缠不清的那些事，白手创建起令人眩目的商业帝国。《重生之官路商途》是由更俗创作的重生小说，情节动人，文笔优美。更俗带给了我们感动...,《重生之官路商途（多看版）》更俗（作者）epub+mobi
内容简介    本套装包括《城镇化与增长》、《报酬递增的源泉》、《正义的理念》、《微观动机与宏观行为》、《身份与暴力》、《空间经济学》、《东亚奇迹的反思》、《金融、研究、教育与增长》、《非理...,《诺贝尔经济学奖获得者丛书（套装共10册）》epub+mobi+azw3
"
内容简介
   在中国历代的大一统王朝中，汉朝历时最久。从公元前202年刘邦登基，到公元220年汉献帝被废，除去王莽的短暂篡权，大汉王朝统治中国达四百余年，是中国历史上一统江山时间最久的王朝。《大汉王朝(...",《大汉王朝（全四册）》王新龙（作者）epub+mobi+azw3
制书者的话本合集共摘录了折原一的小说13部，应该是论坛上最全的合集，其中爱读者的资源很不好找，是我自己从众多TXT中分章节排版出来的，还有在此要感谢”无事公“，我觉得他那个11本的合集排版质量比较好。为了让...,《折原一作品合集（套装共13部）》折原一（作者）epub+mobi
豆瓣评分: ★★★★  7.8(37639人评价)(豆瓣书评)内容简介青年学生萨尔为追求个性自由，与狄安（以卡萨迪为原型）、玛丽露等一伙男女开车横穿全美，一路狂喝滥饮，耽迷酒色，流浪吸毒，性放纵，在经过...,《在路上》[美] 杰克·凯鲁亚克（作者）epub+mobi
内容简介    普希金是19世纪俄国伟大诗人，俄国现代文学的开创者，被高尔基誉为“俄罗斯诗歌的太阳”。普希金是一位诗人，在他的作品中诗歌自然占有特殊的地位，他在诗歌中充分表现了自己的追求、情感、...,《普希金抒情诗全集(套装上下卷)》亚历山大·普希金（作者）epub+mobi+azw3
套装书目解密暗算（原著小说）暗算（电视小说）风声密码军事风语风语2刀尖上部：刀之阳面下部：刀之阴面作者简介麦家：中国新智力小说开创者　　近年，在中国的文坛和影视圈中，麦家的名字可以说是“风声四起”，家...,《麦家作品精选集（套装共10部）》麦家（作者）epub+mobi+azw3
豆瓣评分: ★★★★  7.3(239人评价)(豆瓣书评)内容简介曲折离奇的情节，让人无意识地深入其中不能自拔。匪夷所思的逻辑，使人绞尽脑汁而不得其解。如深夜里镜子偶尔折射出的幽冷光线，动人心魄！当符...,《逻辑》大袖遮天（作者）epub+mobi
豆瓣评分: ★★★★  7.3(895人评价)(豆瓣书评)内容简介《遮天》为辰东所撰的一部仙侠小说，首发起点中文网。本书以九龙拉棺为引子，带出一个庞大的洪荒世界，引出许多上古神话的遗秘，卷帙浩阔，设定...,《遮天（多看精制）》辰东（作者）epub+mobi
内容简介    本书以马克思主义的历史唯物主义为指导思想，继承中国古代修史鉴往资治的优良传统，以科学、严谨的态度，尊重历史事实，用娓娓道来的语言进行客观叙述，不在任何地方加以任何议论和评价，...,《目击天安门（套装全四卷）》韩泰伦（作者）epub+mobi+azw3
"内容简介    《史记》是我国首部以描写人物为中心的历史巨著,被誉为“史家之绝唱,无韵之离骚”。 司马迁以其传神的笔触为我们刻画了众多栩栩如生的历史人物。这些历史人物风采各异,也具有不 同的个性。正...",《历史的个性套装版（兵家+江湖）》扶栏客（作者）epub+mobi+azw3
豆瓣评分: ★★★★  8.2(56人评价)(豆瓣书评)内容简介    一生中总有许多谈不上要见心理医生，却长期困扰心灵，不大不小地影响着生活和情绪的烦恼或怪癖，比如：有一个让自己懊恼数十年的...,《看自己：现代症的心理解剖》柯晗（作者）epub+mobi+azw3
"
套装书目
“大家丛书”·历史地理系列：以兴趣为职业的“记”者——方汉奇传 - 高泱育.azw3

“大家丛书”·历史地理系列：冰川之父——施雅风传 - 李伶伶.azw3

“大家丛书”·历史地理系列：北京城的守望者——侯仁之传 -...",《“大家丛书”系列（单本分册，套装共72册）》epub+mobi+azw3
内容简介首次登陆火星的地球探险家全部遇难，只在火星上留下一个孤儿。二十五年后，第二支火星探险队将这个被火星人抚养长大的孩子带回了地球。按照地球法律，瓦伦丁·迈克尔·史密斯成为火星的拥有者。于是，从返...,《异乡异客》罗伯特.海因莱因（作者）epub+mobi
套装书目《领导力21法则：追随这些法则，人们就会追随你》《领导力21法则：如何培养领袖气质》《中层领导力：西点军校和哈佛大学共同讲授的领导力教程》《中层领导力：自我修行篇》《中层领导力：团队建设篇》《...,《领导力系列合集(套装全6册)》约翰•C•麦克斯维尔（作者）epub+mobi+azw3
豆瓣评分: ★★★★  7.8(29人评价)(豆瓣书评)内容简介    ◆架构巧思媲美《空谷幽兰》，悬疑布设比肩《玫瑰的名字》。    ◆难得一见的长河小说，历史、政治、宗教、犯罪、悬疑。...,《无门诀》马鸣谦（作者）epub+mobi+azw3
"套装书目《埃斯库罗斯悲剧》《索福克勒斯悲剧》《欧里庇德斯悲剧》(上、中、下)《阿里斯托芬喜剧》(上、下)《米南德喜剧》内容简介    位于地中海东北部的希腊, 是欧洲文化的摇篮, 人类戏剧的最早发源...",《古希腊悲剧喜剧全集（套装全8册）》epub+mobi+azw3
套装书目《清代学术概论》《国学概论》《经典常谈》分册简介《清代学术概论》是有关清代学术的第一部专著。它系统评述了明末至梁启超时期两百多年中国学术思想发展概况，是了解清代学术文化史的入门必读书。《国...,《三大师谈国学:从梁启超到朱自清》epub+mobi+azw3
"
内容简介
    民国时期，有动荡、流氓、战争，也有着变革、奋争和充满着动荡，绝望中透露着希望，黑暗之后便是黎明。中西学融汇、新旧学交织，无论是学术界还是思想、哲学界，群星辉耀，大师辈出！他们在动荡...",《民国大师精选典藏系列（套装共33册）》epub+mobi+azw3
内容简介    此书以司马光的《资治通鉴》为蓝本，进行的全方位解读。文本考究史实，引经博典，具有惊喜性的历史爆料。语言诙谐幽默，字里行间展现着国学的魅力与作者的感悟。通篇读来，接地气的解读让...,《寡人很孤独：资治通鉴里的权力游戏（套装共2册）》河伯（作者）epub+mobi+azw3
豆瓣评分: ★★★★  7.2(470人评价)(豆瓣书评)内容简介乔·霍尔德曼是美国科幻“黄金时代”之后最具影响力的科幻作家之一。本书是最早的反映越南战争的科幻作品之一，全书不仅叙述了惨烈的战争场面，更...,《千年战争》[美] 乔·霍尔德曼 （作者）epub+mobi
豆瓣评分: ★★★★  7.3(21人评价)(豆瓣书评)内容简介    本书讲述了作者在其编辑生涯中与陈忠实、阿来、张炜、古华、莫应丰、李国文（此六位均获茅盾文学奖）、王蒙、蒋子龙、柯云路、张...,《往事流光:见证文学的光荣年代》汪兆骞（作者）epub+mobi+azw3
内容简介如果我告诉你这一切都是真的，你会相信吗？摩梭族一次离奇走婚，开启我半辈子不平凡的人生。千年乾坤盒，亡者不死河。以实际发生的诸多灵异事件为素材，大量引用鲜为人知的民风民俗，向你展示不为人知的...,《贩妖记》暗丶修兰（作者）epub+mobi
豆瓣评分: ★★★★  7.7(32929人评价)(豆瓣书评)内容简介一部有着小说阅读质感的散文集，也是一本“认心又认人”的书。作者蔡崇达，本着对故乡亲人的情感，用一种客观、细致、冷静的方式，讲述了一系列...,《皮囊》蔡崇达（作者）epub+mobi
豆瓣评分: ★★★★  7.6(1522人评价)(豆瓣书评)内容简介    曾经以为，自己这辈子都等不到了——世界这么大，我又走得这么慢，要是遇不到良人要怎么办？    早过了“全球三十几亿男...,《余生，请多指教》柏林石匠（作者）epub+mobi+azw3
内容简介清朝末年无疑是中国历史上的千年大变局，外忧内患交替出现，豪杰辈出，变乱不断，内陆、边疆海疆 都遇到了前所未有的挑战。整个中国处于风雨飘摇之中。在这种历史大背景下，内外矛盾交织，晚清政坛，中华...,《晚清大变局》马平安（作者）epub+mobi+azw3
内容简介　　一九四一年十二月七日凌晨（夏威夷时间），日本帝国主义发动了震惊世界的偷袭珍珠港事件，揭开了太平洋战争的序幕。这是日本帝国主义以和平谈判掩护军事上突然袭击的一个典型事件，也是当年美国统治...,《偷袭珍珠港前的365天（精排）》[日]实松让（作者）epub+mobi+azw3
套装书目荆棘王恐怖王子血腥骑士天降女王内容简介《荆棘与白骨的王国》讲从司皋斯罗羿的最后一座要塞被奴隶攻破的那天起，人类便以“伊文龙”为名揭开了新时代的序幕。伊文龙是人类的时代，包容着他们所有的荣耀与...,《荆棘与白骨的王国系列（套装全4册）》 格里格·凯斯（作者）epub+mobi+azw3
豆瓣评分: ★★★★  8.2(1089人评价)(豆瓣书评)内容简介    榜样和化身！他望着蓝色海边的高贵身影，欣喜若狂地相信他已经拥抱着美本身，这一形象是上帝构思的产物，是寓于人类的纯洁完美...,《威尼斯之死》[德]托马斯·曼（作者）epub+mobi+azw3
豆瓣评分: ★★★★★  9.1(1166人评价)(豆瓣书评)内容简介    《追忆似水年华(套装共7册)》以独特的艺术形式，表现出文学创作上的新观念和新技巧。小说以追忆的手段，借助超越时空概念的潜...,《追忆似水年华(套装共7册)》M.普鲁斯特 （作者）epub+mobi+azw3
豆瓣评分: ★★★★  8.3(144人评价)(豆瓣书评)内容简介当代美国，弗吉尼亚州。一片普普通通的住宅区里，有一幢普普通通的房子，里面便是上帝的图书馆，现任上帝“父亲”六万年来积累的知识存放其中。而现在...,《上帝的图书馆（The Library at Mount Char）》[美]司各特·霍金斯（作者）epub+mobi
内容简介金雀花王朝的初代国王从诺曼王朝手里继承的是一个四分五裂、流血漂橹的残破国家，随后却将它发展壮大成为一个帝国，其版图在巅峰时刻从苏格兰一直延伸到耶路撒冷。在这部史诗式的叙述历史中，丹•琼斯提出...,《金雀花王朝:缔造英格兰的武士国王与王后们》【甲骨文丛书】丹·琼斯 (Don Jones) (作者)epub+mobi
豆瓣评分: ★★★★  8.4(38人评价)(豆瓣书评)内容简介    这是七次杀戮的故事，是一个时代罪恶、暴力、秘密的编年史。    牙买加，1976 年12 月3 日，大选在即。    ...,《七杀简史》[牙买加] 马龙·詹姆斯（作者）epub+mobi+azw3
豆瓣评分: ★★★★★  8.7(111人评价)(豆瓣书评)内容简介    写给每个曾经当过孩子的大人    童年自有其甜蜜之谜，确认了死亡的真实，界定了勇气与爱。    往前看也得...,《它（全2册）》[美] 斯蒂芬·金（作者）epub+mobi+azw3
豆瓣评分: ★★★★  8.0(934人评价)(豆瓣书评)内容简介    《C形包围:内忧外患下的中国突围》是本书作者历时数年研究，半年写（画）成的一篇（幅）世界全景式政治、军事巨作。观此文，会让...,《C形包围:内忧外患下的中国突围》戴旭（作者）epub+mobi+azw3
"

豆瓣评分: ★★★★  7.7(1000人评价)(豆瓣书评)



内容简介
    《精神科的故事：空中秋千》是著名作家奥田英朗“精神科的故事”系列第二部，第131届直木奖获奖作品。

    伊良部综合医院地下室的精神科...",《精神科的故事：空中秋千》[日] 奥田英朗（作者）epub+mobi+azw3
豆瓣评分: ★★★★  7.2(194人评价)(豆瓣书评)内容简介    阿尔法的世界，一个由超级计算机里的复杂程序构成的虚拟空间，将它和人类的大脑相连，所有的人、事物乃至思想，看起来、听起来、...,《阿尔法的迷宫》王稼骏（作者）epub+mobi+azw3
"

豆瓣评分: ★★★★  7.7(19人评价)(豆瓣书评)



套装书目
长篇：必有恶人来

其他：杜瓦的女巫

　　　借人以图

　　　幻术师

　　　夏之谷的巨龙

 
内容简介
在平静的伊利诺伊州格林...",《必有恶人来》【科幻世界·译文版 – 201312期】[美] 雷·布拉德伯里 （作者）epub+mobi
豆瓣评分: ★★★★  7.2(56人评价)(豆瓣书评)内容简介    《真实的中国》是由国内外顶级的经济学家团队围绕“中国模式与城市化”这一议题从各个角度展开充分的讨论而汇成的著作。  &nbs...,《真实的中国:中国模式与城市化变革的反思》罗纳德·科斯 等（编著）epub+mobi+azw3
豆瓣评分: ★★★★★  8.6(303人评价)(豆瓣书评)分册简介《革命的年代：1789～1848》内容简介19世纪，一个以自由主义资产阶级为主轴的世纪，一个改造世界的世纪，于革命的硝烟中诞生。革命的年代是一...,《霍布斯鲍姆年代四部曲（套装共4部）》艾瑞克·霍布斯鲍姆（作者）epub+mobi+azw3
豆瓣评分: ★★★★  7.9(973人评价)(豆瓣书评)内容简介    法国几乎人手一本的年度畅销书    一部洞彻人性又让人难以释怀的口碑之作    法国大师级作家米歇尔•普西巅...,《直到那一天》[法] 米歇尔·普西（作者）epub+mobi+azw3
豆瓣评分: ★★★★  7.6(121人评价)(豆瓣书评)内容简介    美国加州“酶谷”，基创生物公司。基因工程专家弗吉尔违反公司规定，利用实验室设备研制微小智能生命体。即将大功告成之际，公司发...,《血音乐》[美]格雷格·贝尔（作者）epub+mobi
