jianjie,name
"
内容简介
""Nothing quite like this has ever been published before,"" proclaimed The Guardian newspaper about the Neapolitan Novels in 2014. Those Who Leave and Those Who Stay, the third book in th...",《那不勒斯四部曲其四:失踪的孩子（英文原版）》[意]埃莱娜·费兰特（作者）epub+mobi+pdf
"
套装书目
【职场人士如何快速提升】
拒绝成为愚蠢的老好人，要做聪明的“给予者”
提高你的学习力
提高职场执行力

【升职前准备】
为升职隐藏真我，值得吗？

【初级管理者】
刚晋升的管理者：这些坑...",《哈佛商业评论：年后升职？先学会这些（套装全9册）》哈佛商业评论（编辑）epub+mobi+azw3
"
内容简介
《治史三书》作者严耕望享誉国际史坛，是钱穆最欣赏的学生，胡适、杨联陞一致称许的史学大家，余英时誉之为中国史学界的朴实楷模。本书汇集了严耕望先生的三本小书《治史经验谈》、《治史答问》和《...",《治史三书（增订版）（精制精排注释本）》严耕望（作者）epub
"
内容简介
《这次，让我们严肃地谈论爱情：520定制套装》包含《幸福》、《爱情笔记》、《爱的新发现》、《亚当夏娃日记》和《欲望花园的哲学》共5本。拟从哲学、心理学、宗教等维度理性克制地为广大痴男怨女送...",《这次，让我们严肃地谈论爱情：520定制套装（套装共5本）》Digital Lab（作者）epub+mobi+azw3
"
套装书目
普京：为俄罗斯而生的万人迷
默克尔：一切梦想终将成真
日本首相评传
魏忠贤：帝国阴谋家
湄洲湾建港第一人萧碧川
关东枭雄张作霖
三毛：千山万水的离歌
分册简介
《普京：为俄罗斯而生的万...",《古今世界传奇人物（套装共7册）》黄超 等（作者）epub+mobi+azw3
"
内容简介
人生，就是一场不断发掘美食的旅行！七十三岁“新人作家”多纪光发表如此宣言。早年的公司上班族生活让他有机会巡游各国，品尝到各地美食，同时，伴随美食听到了光怪陆离的故事。退休后，老人决定把这...",《神的拉面》[日]多纪光（作者）epub+mobi+azw3
"
内容简介
《穷查理宝典》完整收录了查理·芒格的个人传记与投资哲学，以及过去20年来芒格主要的公开演讲和媒体访谈。他拥有百科全书式的知识，从古代的雄辩家，到18、19世纪的欧洲文豪，再到当代的流行文化偶像...",《穷查理宝典：查理·芒格智慧箴言录》Peter D. Kaufman（作者）epub+mobi+azw3
"
内容简介
《英国史1》讲述了从罗马—不列颠时代到光荣革命的英国历史，甫一上市便成为畅销书，并一举使休谟跻身历史学家行列。内容包括:不列颠人、罗马人、撒克逊人、七国、肯特王国、诺森伯兰王国、东盎格利亚...",《英国史·卷一（精制精排）》[英]大卫·休谟（作者）epub+mobi
"
内容简介
《英译中国现代散文选4(汉英对照)》采用汉英对照的形式，将数十篇中国现代著名作家的优秀散文翻译成英语，向海外读者者推介。此书也可为翻译专业师生所借鉴。《英译中国现代散文选4(汉英对照)》面世...",《英译中国现代散文选4》张培基（译者）epub+mobi+azw3
"
内容简介
《编程珠玑（第2版·修订版）》是计算机科学方面的经典名著。书的内容围绕程序设计人员面对的一系列实际问题展开。作者JonBentley以其独有的洞察力和创造力，引导读者理解这些问题并学会解决方法，而...",《编程珠玑（第2版·修订版）》乔恩·本特利（作者）epub+azw3
"
内容简介
合集包含了作者所有的散文、中篇小说以及长篇小说，需要的下载
特别说明
本合集由“Cyniczzz”设计制作",《张爱玲全集（精美排版最终版）》张爱玲（作者）epub+mobi
"
内容简介
犬儒原指古希腊犬儒学派的哲学家。他们提出绝对的个人精神自由，轻视一切社会虚套、习俗和文化规范，过着禁欲的简陋生活，被当时人讥为穷犬，故称。后亦泛指具有这些特点的人。面对中国现阶段知识分...",《颓废与沉默：透视犬儒文化》徐贲（作者）epub+mobi
"
内容简介
狱中走出来的妖孽少年，代替自己病重的妹妹加入一个偶像组合。
于是，娱乐圈的火爆天王就此诞生。
背负“天王”身份的大学生游走在菁菁校园，又将发生怎样有趣的故事？",《火爆天王（精制多看版）》柳下挥（作者）epub+mobi
"
内容简介
《汪曾祺小说全编》是迄今为止搜罗最全的汪曾祺小说总集。90多万字。
从1940年创作的第一篇小说《钓》开始，作者一生创作小说以最初发表的版本为底本，按创作时间(辅以发表时间)排序，悉数编入本书...",《汪曾祺小说全编(套装共3册)》汪曾祺（作者）epub+mobi+azw3
"
内容简介
为什么你总是觉得“没有时间了”？最节省时间的方式是学习，为什么你“砍柴”而不肯“磨刀”？基于过程的记录，为什么迥异于基于结果的记录？一个人对时间的精确感知能力真的能训练得像特异功能？都是平凡...",《把时间当作朋友（第3版）》李笑来（作者）epub+mobi+azw3
"
内容简介
这是七部荒诞而合理、梦幻又现实、滑稽中夹杂讽刺的戏剧杰作。在布尔加科夫的笔下，历来被骂作嗜血禽兽的“反动派”，和被歌颂为“伟大正确”的正面人物，都被还原为历史上有血有肉的人。他的作品，既写...",《逃亡：布尔加科夫剧作集》[苏联]米哈伊尔·布尔加科夫（作者）epub+mobi+azw3
"
内容简介
《英译中国现代散文选》（三）仍是我自编自译的汉英对照读本。与前两集相比，这次多了若干篇当代港台和海外华人的佳作。这些在与内地很不相同的环境与氛围中创作了散文也同样传承与发扬了祖国散文创...",《英译中国现代散文选3》张培基（译者）epub+mobi+azw3
"
内容简介
小心一点比较好喔！
可能，已经开始了也说不定……
据说，二十六年前的夜见山北中学三年三班，
有位很受欢迎的同学突然意外过世，
其他同学无法接受这个事实，就一直假装他还活着，
没想到在拍毕...",《Another（台版）》[日]绫辻行人（作者）epub+mobi
"
内容简介
生命潮涌驱动的星系之中，每个人都拥有自己的天赋赐礼。

希亚，残忍的枭狄暴君的妹妹。天赋赐礼给予她疼痛和力量，这被她哥哥所洞悉，胁迫利用以对付其敌手。但希亚并非只是暴君手里的一柄利刃——...",《死亡刻痕》[美]维罗尼卡·罗斯（作者）epub+mobi
"
内容简介
为什么有的国家银行体系非常容易发生危机，而有的国家非常稳定？比如美国自1840年以来银行体系发生了12次危机，而加拿大却从未发生过危机；墨西哥和巴西等国家的银行体系，不仅危机频发，而且向居民...",《人为制造的脆弱性：银行业危机和信贷稀缺的政治根源》[美]查尔斯·凯罗米里斯（作者）epub+mobi+azw3
"
内容简介
奥登是二十世纪改变了整个英语文学世界的人物，他的成就不仅仅是在诗歌、戏剧和评论领域留下了不朽巨著，而且其文字中所蕴涵的独特的现代性对当代文学所产生的影响，为众多作家带来的深远启迪，是难...",《战地行纪》[英]W.H.奥登（作者）epub+mobi
"
内容简介
肉身，神通，长生，成仙，永生，五重境界。
一个卑微的生灵，怎么样一步步打开永生之门？
天地之间，肉身的结构，神通的奥秘，长生的逍遥，成仙的力量，永生的希望，尽在其中。
无穷无尽的新奇法...",《永生（精制多看版）》梦入神机（作者）epub+mobi
"
内容简介
大陆玄幻武侠第一人龙人代表作《乱世猎人》力抗金庸、黄易等巨著。全球华语地区畅销排行榜之首，成为全球华人地区最畅销的武侠作品，媲美黄易巨著《大唐双龙传》，比《大唐双龙传》更值得期待。龙人...",《乱世猎人（精制多看版，套装全12册）》龙人（作者）epub+mobi
"
内容简介
你知道海獭睡觉的时候要互相牵着手吗？
这样它们才不会彼此分离。
富勒顿车站的站台上，一个女孩站在瓢泼的大雨中，怀里紧紧抱着一个婴儿。善良的海蒂决定帮助她，而这次善举很快卷入一场风波。
...",《别对我温柔》 [美]玛丽·库比卡（作者）epub+mobi+azw3
"
分册简介
《菲洛·万斯探案集1》收录了范·达因第一部推理小说《班森杀人事件》和《金丝雀杀人事件》（部分），班森在家中被人枪杀，业余侦探菲洛·万斯应纽约郡总检察官马克汉的邀请前去破案。侦查破案期间，万...",《菲洛·万斯探案集（套装共4册）》范·达因（作者）azw3
"
内容简介
食物空前丰富的工业社会，反而成了引发疾病的导火索。当人们真正了解了王立铭所著的《吃货的生物学修养》一书中讲述的这段历史和历史背后的故事，也一定可以从中获得科学方面的收获。本书是以脂肪、...",《吃货的生物学修养》王立铭（作者）epub+mobi+azw3
"
内容简介
2004年夏天，一部名为《帝国政界往事：公元1127年大宋实录》的历史作品突然问世，因其从人性角度和史料细节中，发现历史的鲜活与真实面目，一时洛阳纸贵，海内风行。作者李亚平也成为各大媒体争相报...",《帝国政界往事:大明王朝纪事(全新修订版)》李亚平（作者）epub+mobi+azw3
"
内容简介
《乱时候，穷时候》是六十岁才开始识字、摆脱文盲身份，七十岁开始学习写作的传奇老奶奶姜淑梅，历经一生写就的传奇之作，是一部中国历史上绝无仅有的平民史，是第一部草根小民、老百姓亲笔书写的乱...",《乱时候，穷时候》姜淑梅（作者）epub+mobi+azw3
"
套装简介
言情年度畅销作品大合集39册（匪我思存、墨宝非宝、施定柔、玖月晞、九鹭非香，各类言情大神经典作品合集），小编寄语：还在等什么，要看言情小说，只要这套，就能满足你。
本套书包含：
《寻找爱...",《言情年度畅销作品大合集（套装共39册）》匪我思存 等（作者）epub+azw3
"
内容简介
本书包含下述四书：
《禅话一〇一则》（《101 Zen Stories》），最初于一九三九年由英国伦敦的骑士公司（Rider and Company）和美国费城的马楷公司（David McKay Company）出版。这些故事叙述了中国...",《禅的故事（精制精排）》[美]保罗·李普士（作者）epub+mobi
"
内容简介
这场六十余年前的战争卷进了几乎当时所有的军事强国，世界上先进的武器装备纷纷亮相，叱咤风云的名将竞相登场，引动千军，驰骋疆场，导演了一幕幕波澜壮阔的画面。这是一次政治、外交、军事、经济的...",《朝鲜战争:尘封六十年的内幕》丁伟（作者）epub+mobi+azw3
